Permit Number,Permit Type,Permit Type Definition,Permit Creation Date,Block,Lot,Street Number,Street Number Suffix,Street Name,Street Suffix,Unit,Unit Suffix,Description,Current Status,Current Status Date,Filed Date,Issued Date,Completed Date,First Construction Document Date,Structural Notification,Number of Existing Stories,Number of Proposed Stories,Voluntary Soft-Story Retrofit,Fire Only Permit,Permit Expiration Date,Estimated Cost,Revised Cost,Existing Use,Existing Units,Proposed Use,Proposed Units,Plansets,TIDF Compliance,Existing Construction Type,Existing Construction Type Description,Proposed Construction Type,Proposed Construction Type Description,Site Permit,Supervisor District,Neighborhoods - Analysis Boundaries,Zipcode,Location,Record ID
201410088475,8,otc alterations permit,10/08/2014,1169,038,2601,,Mcallister,St,,,reroofing,issued,10/08/2014,10/08/2014,10/08/2014,,10/08/2014,,2.0,2.0,,,10/03/2015,12500.0,12500.0,1 family dwelling,1.0,1 family dwelling,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,1.0,Lone Mountain/USF,94118.0,"(37.77543901584849, -122.45494971219334)",1358350490587
M661687,8,otc alterations permit,02/08/2016,0580,095,2200,,Pacific,Av,11.0,B,street space,issued,02/08/2016,02/08/2016,02/08/2016,,02/08/2016,,,,,,,,1.0,,,,,,,,,,,,2.0,Pacific Heights,94115.0,"(37.793994111315804, -122.43181170994545)",141170075301
201611162886,8,otc alterations permit,11/16/2016,0662,022,1988,,Bush,St,,,"int renov to top 2 flr of a 3 story sfd. kitchen, bath and bedroom remodel. widen of exterior rear deck/stairguard rail and stairs to yard; (e) windows at front rear and side to replaced in kind with alum,wood clad units. new slider at rear. relocate/infill of west windows w/new in smaller openings",issued,12/02/2016,11/16/2016,12/02/2016,,12/02/2016,Y,3.0,3.0,,,11/17/2019,100000.0,258000.0,1 family dwelling,1.0,1 family dwelling,1.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,5.0,Pacific Heights,94115.0,"(37.78768630620101, -122.42994769170652)",144460678178
201503039812,8,otc alterations permit,03/03/2015,1225,034,1837,,Oak,St,0.0,,"interior remodel apt 3- relocate (e) kitchen, provide (n) bath, and (n) office. remodel (e) bath. n/a for the maher.",complete,06/11/2015,03/03/2015,03/13/2015,06/11/2015,03/13/2015,,3.0,3.0,,,03/07/2016,35000.0,35000.0,apartments,12.0,apartments,12.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,5.0,Haight Ashbury,94117.0,"(37.771287863272455, -122.44963383863814)",1372985414476
201412314809,8,otc alterations permit,12/31/2014,2378,026,2486,,Great,Hy,,,removal of sheetrock to determine electrical repairs needed. exploratory demo. 9 panels approx 4x8,issued,12/31/2014,12/31/2014,12/31/2014,,12/31/2014,,1.0,1.0,,,12/26/2015,2000.0,2000.0,1 family dwelling,1.0,1 family dwelling,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,4.0,Sunset/Parkside,94116.0,"(37.740105364517575, -122.50636917398901)",1366540133384
201309136802,8,otc alterations permit,09/13/2013,2318,020,2279,,31st,Av,,,"to legalize the bathroom in garage, toilet and shower, sink in work room. to comply with complaint #201322241.",issued,09/20/2013,09/13/2013,09/20/2013,,09/20/2013,,2.0,2.0,,,09/15/2014,10000.0,25000.0,1 family dwelling,1.0,1 family dwelling,1.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,4.0,Sunset/Parkside,94116.0,"(37.744755191444376, -122.48903596837465)",1317541130892
M823627,8,otc alterations permit,08/25/2017,3707,062,33,,New Montgomery,St,,,streetspace,issued,08/25/2017,08/25/2017,08/25/2017,,08/25/2017,,,,,,,,0.0,,,,,,,,,,,,6.0,Financial District/South Beach,94105.0,"(37.78865276402075, -122.4013334028304)",1476133164504
201705096093,8,otc alterations permit,05/09/2017,0179,021,895,,Pacific,Av,,,revision/amendant to pa #201510270842 - ti install stanchions only while re-doing the roof. n/a maher ordinance,complete,10/31/2017,05/09/2017,05/09/2017,10/31/2017,05/09/2017,,7.0,7.0,,,05/04/2018,1.0,100.0,apartments,60.0,apartments,60.0,2.0,,1.0,constr type 1,1.0,constr type 1,,3.0,Chinatown,94133.0,"(37.79629807259483, -122.4095746639259)",146242961663
201307262892,3,additions alterations or repairs,07/26/2013,0349,001,121,,Golden Gate,Av,,,installation of a new notifier fire alarm system in new mixed use building. ref approved building p/a#201012156753 & 201012207036.,withdrawn,12/10/2013,07/26/2013,,,,,10.0,10.0,,Y,,400000.0,,apartments,90.0,apartments,90.0,2.0,,1.0,constr type 1,1.0,constr type 1,,6.0,Tenderloin,94102.0,"(37.78174881595094, -122.4125260528565)",1312356360085
201505055409,8,otc alterations permit,05/05/2015,2687,029,124,,Clarendon,Av,,,"revision to pa# 201408274890 & 201409244232 widen & replace garage door, remove man door , improve front facade, driveway,widen curb cut.",complete,11/10/2015,05/05/2015,09/15/2015,11/10/2015,09/15/2015,Y,2.0,2.0,,,09/09/2016,5000.0,5000.0,1 family dwelling,1.0,1 family dwelling,1.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,7.0,Inner Sunset,94117.0,"(37.75863403890969, -122.45194043504317)",1380478141711
201709158590,8,otc alterations permit,09/15/2017,0259,029,315,,Montgomery,St,,,title 24 mep to add new equipment to tenant improvment on 13th and 14th fl see #201708256002 for ti work maher not req,complete,01/22/2018,09/15/2017,10/05/2017,01/22/2018,10/05/2017,,16.0,16.0,,,10/05/2019,920000.0,920000.0,office,0.0,office,0.0,2.0,,1.0,constr type 1,1.0,constr type 1,,3.0,Financial District/South Beach,94104.0,"(37.79226164705184, -122.4034859571375)",147975866055
201802232067,8,otc alterations permit,02/23/2018,0238,008,350,,California,St,0.0,,"8/f: project involves selective demolition of non-load bearing walls, ceilings, light fixtures, millwork, plumbing and finishes. maher na. tenant improvement under separate permit per ab-017.",filed,02/23/2018,02/23/2018,,,,,22.0,22.0,,,,85000.0,0.0,office,0.0,office,0.0,2.0,,1.0,constr type 1,1.0,constr type 1,,3.0,Financial District/South Beach,94104.0,"(37.7933867306936, -122.40081300429014)",1498188297063
M641567,8,otc alterations permit,11/30/2015,6277,037,639,,Edinburg,St,0.0,,street space permit,issued,11/30/2015,11/30/2015,11/30/2015,,11/30/2015,,,,,,,,1.0,,,,,,,,,,,,11.0,Excelsior,94112.0,"(37.718987364699345, -122.43336103748133)",1404817483035
201512296048,8,otc alterations permit,12/29/2015,6539,027,491,,Jersey,St,,,"remodel kitchen,add new cabinets & light fixtures, demo wall between kitchen & living room.",complete,07/11/2016,12/29/2015,12/29/2015,07/11/2016,12/29/2015,,2.0,2.0,,,12/23/2016,18000.0,22000.0,1 family dwelling,1.0,1 family dwelling,1.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,8.0,Noe Valley,94114.0,"(37.75016786147529, -122.4359127702106)",1407781206813
201303152364,8,otc alterations permit,03/15/2013,0627,051,2255,,Clay,St,,,to obtain final inspection for work approved under pa# 200607106117.  all work is complete.,complete,08/02/2013,03/15/2013,03/15/2013,08/02/2013,03/15/2013,,4.0,4.0,,,03/10/2014,1.0,1.0,2 family dwelling,2.0,2 family dwelling,2.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,2.0,Pacific Heights,94115.0,"(37.790955098468245, -122.43014074141728)",129896976750
201605036422,8,otc alterations permit,05/03/2016,3731,116,15,,Harriet,St,,,"drywall repair from roof leak, changing floor finish. changing upper cabinets in kitchen, paint walls and texture. to comply with complaint #201613771.  200 sq ft approx.",issued,05/03/2016,05/03/2016,05/03/2016,,05/03/2016,,2.0,2.0,,,04/28/2017,3000.0,3000.0,1 family dwelling,1.0,1 family dwelling,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,6.0,South of Market,94103.0,"(37.7791762250076, -122.40722176011654)",1421818165412
201707262989,8,otc alterations permit,07/26/2017,2964A,014,60,,Gaviota,Wy,,,reroofing,complete,07/31/2017,07/26/2017,07/26/2017,07/31/2017,07/26/2017,,2.0,2.0,,,01/26/2018,5000.0,8000.0,1 family dwelling,1.0,1 family dwelling,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,7.0,West of Twin Peaks,94127.0,"(37.73873789960589, -122.44819140510418)",1472007148195
201612225668,8,otc alterations permit,12/22/2016,0660,057,2188,,Bush,St,,,"replace 3 sets of wood double hung windows with 3 sets of all wood double hung sash. visible from street, max u-factor 0.32.",complete,01/19/2017,12/22/2016,12/22/2016,01/19/2017,12/22/2016,,3.0,3.0,,,12/17/2017,6000.0,6000.0,apartments,3.0,apartments,3.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,5.0,Pacific Heights,94115.0,"(37.78725173660438, -122.43324323638006)",144832478119
201607132212,8,otc alterations permit,07/13/2016,1557,012,581,,14th,Av,,,soft story retrofit per sfbc chapter 34b 2012 iebc appendix a-4,complete,12/06/2016,07/13/2016,07/15/2016,12/06/2016,07/15/2016,,3.0,3.0,,,06/30/2019,101000.0,101000.0,apartments,12.0,apartments,12.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,1.0,Outer Richmond,94118.0,"(37.77723583678149, -122.472948059805)",1429830243391
201703272357,8,otc alterations permit,03/27/2017,2421,023,2591,,20th,Av,,,"3rd flr: installment of overhead fire protection sprinkler system for unit addition only, includes path of exit travel.  partial coverage of 17 sprinklers requiring 26 gpm @ 34 psi cwm with 2"" copper k brazed underground dedicated fire service to 6"" cwm on 20th ave. ref 201509096532 s1",complete,10/16/2017,03/27/2017,03/27/2017,10/16/2017,03/27/2017,,2.0,3.0,,Y,03/22/2018,5000.0,9000.0,1 family dwelling,1.0,1 family dwelling,1.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,4.0,Sunset/Parkside,94116.0,"(37.739478310391405, -122.47677943198956)",1457388135333
201308305649,8,otc alterations permit,08/30/2013,2206,031,2194,,12th,Av,,,reroofing,complete,09/09/2013,08/30/2013,08/30/2013,09/09/2013,08/30/2013,,2.0,2.0,,,08/25/2014,4000.0,4000.0,1 family dwelling,1.0,1 family dwelling,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,7.0,West of Twin Peaks,94116.0,"(37.7471863485499, -122.46811126661414)",1316030129987
201709158454,8,otc alterations permit,09/15/2017,4262,025,2425,,24th,St,,,soft story retrofit per sfebc chapter 4d,filed,09/15/2017,09/15/2017,,,,,4.0,4.0,,,,90000.0,0.0,apartments,6.0,apartments,6.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,10.0,Mission,94110.0,"(37.75291956891321, -122.40390172335466)",1479582172649
201506300280,8,otc alterations permit,06/30/2015,6928,014,10,,Borica,St,,,reroofing,complete,07/29/2015,06/30/2015,06/30/2015,07/29/2015,06/30/2015,,1.0,1.0,,,06/24/2016,4000.0,4000.0,1 family dwelling,1.0,1 family dwelling,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,7.0,West of Twin Peaks,94127.0,"(37.7219367294474, -122.46826633971465)",1386834214347
M597429,8,otc alterations permit,06/24/2015,1848,003,1411,,05th,Av,,,street space,issued,06/24/2015,06/24/2015,06/24/2015,,06/24/2015,,,,,,,,1.0,,,,,,,,,,,,5.0,Inner Sunset,94122.0,"(37.76207032063609, -122.46216409138853)",1386157117153
201504012565,8,otc alterations permit,04/01/2015,2454,024,2695,,42nd,Av,,,"2/f- remove non-bearing wall, install kitchen counter, remodel existing bath room, new lighting at dining room & living room. 1/f- new bedroom, family room, bathroom & toilet room, repair wall foundation.",complete,08/30/2016,04/01/2015,04/06/2015,08/30/2016,04/06/2015,,2.0,2.0,,,03/31/2016,68000.0,68000.0,1 family dwelling,1.0,1 family dwelling,1.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,4.0,Sunset/Parkside,94116.0,"(37.73650379432576, -122.50019126583166)",1376542136910
201711295011,8,otc alterations permit,11/29/2017,3595,037,436,,Capp,St,,,reroofing,complete,01/23/2018,11/29/2017,11/29/2017,01/23/2018,11/29/2017,,2.0,2.0,,,05/29/2018,16880.0,16880.0,1 family dwelling,1.0,1 family dwelling,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,9.0,Mission,94110.0,"(37.75962959397102, -122.41836894595643)",1488632160757
201410078274,8,otc alterations permit,10/07/2014,0600,002,2007,,Franklin,St,0.0,,re-roofing,complete,10/17/2014,10/07/2014,10/07/2014,10/17/2014,10/07/2014,,1.0,1.0,,,10/02/2015,24500.0,24500.0,1 family dwelling,1.0,1 family dwelling,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,2.0,Pacific Heights,94109.0,"(37.79325021344804, -122.42495932021271)",1358079305148
201710060650,8,otc alterations permit,10/06/2017,1649,004,717,,06th,Av,0.0,,re-roofing,complete,10/30/2017,10/06/2017,10/06/2017,10/30/2017,10/06/2017,,2.0,2.0,,,10/06/2018,27250.0,27250.0,apartments,6.0,apartments,6.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,1.0,Inner Richmond,94118.0,"(37.77493639179189, -122.46417275251179)",1482529403607
201501065023,8,otc alterations permit,01/06/2015,4094,016,890,,Rhode Island,St,,,repairs decking in front and back. repairs guardrails and stairs in front and rear. less than 50%  170 sq ft of decking. comply with cts #201414911 items #2.,complete,02/11/2015,01/06/2015,01/06/2015,02/11/2015,01/06/2015,,3.0,3.0,,,01/01/2016,2500.0,2500.0,apartments,3.0,apartments,3.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,10.0,Potrero Hill,94107.0,"(37.75850479813169, -122.40228131908763)",1366838170214
201605208019,8,otc alterations permit,05/20/2016,3614,064,1085,,South Van Ness,Av,,,"renovation of apt 209, 2nd level - renovation of kitchen, bath, relocation of partitions, lighting and electrical revisions and replacement of (e) heating. adding 1 (n) bedroom, addition of (n) laundry.",expired,08/04/2017,05/20/2016,06/30/2016,,06/30/2016,,4.0,4.0,,,06/25/2017,20000.0,25000.0,apartments,30.0,apartments,30.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,9.0,Mission,94110.0,"(37.755886803791356, -122.41624025126389)",1424024248476
201306270695,6,demolitions,06/27/2013,0346,003A,101,,Hyde,St,0.0,,demolish post office building,filed,06/27/2013,06/27/2013,,,,,1.0,,,,,10000.0,,office,,,,0.0,,3.0,constr type 3,,,,6.0,Tenderloin,94102.0,"(37.781804106193654, -122.41589676892615)",1309547300884
201406259501,8,otc alterations permit,06/25/2014,1855,028,1570,,10th,Av,,,remove and replace wood siding in-kind on front.,complete,07/24/2014,06/25/2014,06/25/2014,07/24/2014,06/25/2014,,3.0,3.0,,,06/20/2015,8000.0,8000.0,2 family dwelling,2.0,2 family dwelling,2.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,7.0,Inner Sunset,94122.0,"(37.75896971655248, -122.46670244859651)",1346688117365
201708286028,8,otc alterations permit,08/28/2017,3723,115,760,,Howard,St,,,"fa ti for (3)elevators upgrade includes: add two (2) more detectors, six (6) heat detectors, one (1) conventional heat detector with mini-monitor module, seven (7) relay modules, and three (3) monitor modules to existing fire alarm system. maher na childs place, childcare, ice rink",issued,12/06/2017,08/28/2017,12/06/2017,,12/06/2017,,2.0,2.0,,Y,06/06/2018,12000.0,13500.0,theater,,theater,,2.0,,1.0,constr type 1,1.0,constr type 1,,6.0,Financial District/South Beach,94103.0,"(37.7848484674317, -122.40204749985612)",1476285350866
201301027082,8,otc alterations permit,01/02/2013,5895,018,210,,Maynard,St,,,"remove extg cabinets, lathe, & plaster in kitchen. upgrade electrical, plumbing and sheetrock. install new cabinets, tile, appliances.",issued,01/02/2013,01/02/2013,01/02/2013,,01/02/2013,,2.0,2.0,,,12/28/2013,20000.0,20000.0,1 family dwelling,1.0,1 family dwelling,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,11.0,Excelsior,94134.0,"(37.72919519246598, -122.4257017767072)",1292162190679
201502239052,3,additions alterations or repairs,02/23/2015,0525,029,1361,,Filbert,St,,,"(front) new one car garage with door, curb cut and ramp to garage, expand existing 1st floor bedroom 130 sq. ft. in rear new 438 sq ft partial 3rd floor loft with stairway",cancelled,03/13/2017,02/23/2015,03/25/2016,,06/24/2016,Y,2.0,3.0,,,03/10/2019,280000.0,280000.0,1 family dwelling,1.0,1 family dwelling,1.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),Y,2.0,Russian Hill,94109.0,"(37.799504254717625, -122.42179712639837)",1372016448596
201409045406,8,otc alterations permit,09/04/2014,1202,001E,605,,Scott,St,,,soft story seismic retrofit of multi unit apartment bldg per sf soft story ordinance  chapter 34b iebc 2012. n/a for the maher ordinance #155-13,complete,01/12/2015,09/04/2014,09/04/2014,01/12/2015,09/04/2014,,4.0,4.0,,,08/30/2015,98000.0,98000.0,apartments,9.0,apartments,9.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,5.0,Hayes Valley,94117.0,"(37.77540686255992, -122.43644818102145)",1354347240196
201707283178,8,otc alterations permit,07/28/2017,5808,010,48,,Bache,St,,,(2) new dormers and voluntary lateral strengthening of existing perimeter walls,complete,01/03/2018,07/28/2017,08/03/2017,01/03/2018,08/03/2017,Y,1.0,1.0,,,08/03/2018,12000.0,55000.0,1 family dwelling,1.0,1 family dwelling,1.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,9.0,Bernal Heights,94110.0,"(37.73406496447816, -122.41775069870833)",1472303188676
M400847,8,otc alterations permit,06/11/2013,0786A,001,401,,Van Ness,Av,,,street space,issued,06/11/2013,06/11/2013,06/11/2013,,06/11/2013,,,,,,,,1.0,,,,,,,,,,,,5.0,Hayes Valley,94102.0,"(37.779055456545635, -122.42093520572266)",1307599373557
M692967,8,otc alterations permit,05/20/2016,0665,011,1634,,Bush,St,,,street space,issued,05/20/2016,05/20/2016,05/20/2016,,05/20/2016,,,,,,,,1.0,,,,,,,,,,,,2.0,Western Addition,94109.0,"(37.78846315684635, -122.42421399594697)",1423953357262
201605258271,8,otc alterations permit,05/25/2016,0999,054,3164,,Clay,St,,,grout sands to stabilize prior to excavation on neighbor property on at 3156 clay,issued,05/25/2016,05/25/2016,05/25/2016,,05/25/2016,,3.0,3.0,,,05/20/2017,8000.0,8000.0,apartments,3.0,apartments,3.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,2.0,Pacific Heights,94115.0,"(37.78959074932482, -122.44521417034997)",142437486566
M724489,8,otc alterations permit,09/22/2016,0638,068,2299,,Sacramento,St,12.0,,street space,issued,09/22/2016,09/22/2016,09/22/2016,,09/22/2016,,,,,,,,1.0,,,,,,,,,,,,2.0,Pacific Heights,94115.0,"(37.790011324449736, -122.43048010430553)",143844277274
201709290018,8,otc alterations permit,09/29/2017,3152,037,540,,San Juan,Av,,,"new at&t cell site: 10  antennas on rooftop behind frp screen walls, 24x6ft ground equipment enclosure, gps antenna, associated power/electrical and telco equipment.",issued,02/02/2018,09/29/2017,02/02/2018,,02/02/2018,,2.0,2.0,,,02/02/2019,250000.0,250000.0,church,0.0,church,0.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,11.0,Outer Mission,94112.0,"(37.72692225721862, -122.44105279844541)",1481656153827
201401105984,8,otc alterations permit,01/10/2014,1654,041,722,,12th,Av,,,"relocate kitchen in 2 units, add bath in 2 units. replace portion of load bearing wall on 3 levels with new beam/post/footing",complete,01/27/2015,01/10/2014,01/13/2014,01/27/2015,01/13/2014,,3.0,3.0,,,01/08/2015,50000.0,55000.0,2 family dwelling,2.0,2 family dwelling,2.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,1.0,Inner Richmond,94118.0,"(37.774604842039345, -122.4699345044682)",1329388108713
201501155869,8,otc alterations permit,01/15/2015,3803,005,185,,Berry,St,,,verizon wireless:  install 2 (n) rrh units and 1 (n) combiner within (e) verizon lease area using existing d./c power supply; maher n/a,complete,04/01/2015,01/15/2015,02/24/2015,04/01/2015,02/24/2015,,6.0,6.0,,,02/19/2016,1500.0,1500.0,office,0.0,office,0.0,2.0,,1.0,constr type 1,1.0,constr type 1,,6.0,Mission Bay,94158.0,"(37.776327605237896, -122.39180776771579)",1367949348598
201709067097,8,otc alterations permit,09/06/2017,3728,081,1225,,Mission,St,,,roof replacement for (e) leaking roof. new roof addition over (e) area well due to drainage concerns. new roof access hatches. removal of (2) skylights. temporary removal and replacement of (e) rooftop ahu and other misc. mech. mech & electrical permits submitted seperately by gc. maher na,filed,09/06/2017,09/06/2017,,,,,1.0,1.0,,,,50000.0,150000.0,office,0.0,office,0.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,6.0,South of Market,94103.0,"(37.77689793615394, -122.41345792738511)",1477723165153
M582007,8,otc alterations permit,04/28/2015,2612,054,277,A,Henry,St,,,"per pa #201408153980, add address for 2nd unit at ground floor at block 2612, lot 054.",issued,04/28/2015,04/28/2015,04/28/2015,,04/28/2015,,,,,,,,247.86,,,,,,,,,,,,8.0,Castro/Upper Market,94114.0,"(37.766297231823984, -122.43707405947154)",1379662503755
201501145754,8,otc alterations permit,01/14/2015,5230,006,2200,,Jerrold,Av,,,unit z:  extension to existing catering kitchen; maher n/a,complete,10/07/2015,01/14/2015,03/02/2015,10/07/2015,03/02/2015,,1.0,1.0,,,02/25/2016,25000.0,25000.0,food/beverage hndlng,0.0,food/beverage hndlng,0.0,2.0,,3.0,constr type 3,3.0,constr type 3,,10.0,Bayview Hunters Point,94124.0,"(37.74563275503615, -122.39873232554139)",1367782388392
201409176587,8,otc alterations permit,09/17/2014,0029,007,555,,North Point,St,,,"tenant improvement for existing fire sprinkler system in breakfast room: 10 relocates, 2 adds, 1 removed",complete,10/16/2014,09/17/2014,09/17/2014,10/16/2014,09/17/2014,,5.0,5.0,,Y,09/12/2015,15000.0,6000.0,tourist hotel/motel,313.0,tourist hotel/motel,313.0,2.0,,1.0,constr type 1,1.0,constr type 1,,3.0,North Beach,94133.0,"(37.805837268128876, -122.41602759752035)",135586756355
201509046171,8,otc alterations permit,09/04/2015,0540,025,2133,,Union,St,0.0,,"soft story program seismic retrofit per sfbc chpater 34b, 2012 iebc appendix a-4.  na/ maher ordinance",complete,11/17/2016,09/04/2015,05/13/2016,11/17/2016,05/13/2016,,4.0,4.0,,,05/08/2017,20000.0,20000.0,apartments,7.0,apartments,7.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,2.0,Marina,94123.0,"(37.797032119136844, -122.43434206747533)",1394606303410
M554787,8,otc alterations permit,01/28/2015,0620,006,1603,,Larkin,St,,,street space,issued,01/28/2015,01/28/2015,01/28/2015,,01/28/2015,,,,,,,,1.0,,,,,,,,,,,,3.0,Russian Hill,94109.0,"(37.7927787316082, -122.41976349094011)",1369254437282
M774387,8,otc alterations permit,04/04/2017,1781,006,1335,,26th,Av,,,street space,issued,04/04/2017,04/04/2017,04/04/2017,,04/04/2017,,,,,,,,1.0,,,,,,,,,,,,4.0,Sunset/Parkside,94122.0,"(37.762524476941365, -122.48490698607333)",1458438113882
201309045968,8,otc alterations permit,09/04/2013,0096,028,18,,Moore,Pl,,,to obtain final inspection for work approved under pa #200406045578.  all work is complete.,issued,09/04/2013,09/04/2013,09/04/2013,,09/04/2013,,2.0,2.0,,,08/30/2014,1.0,1.0,1 family dwelling,1.0,1 family dwelling,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,2.0,Russian Hill,94109.0,"(37.79933042693387, -122.4202697282374)",131644058709
M615287,8,otc alterations permit,08/17/2015,6008,037,223,,Edinburg,St,,,street space  permit,issued,08/17/2015,08/17/2015,08/17/2015,,08/17/2015,,,,,,,,1.0,,,,,,,,,,,,11.0,Excelsior,94112.0,"(37.72538263866909, -122.42852110564118)",1392379193808
201302190412,8,otc alterations permit,02/19/2013,3584,040,559,,Noe,St,,,replace rotten rustig siding of garage ( 15-20%).,issued,02/19/2013,02/19/2013,02/19/2013,,02/19/2013,,2.0,2.0,,,02/14/2014,10000.0,10000.0,1 family dwelling,1.0,1 family dwelling,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,8.0,Castro/Upper Market,94114.0,"(37.76001446867623, -122.43236935042805)",1296421160132
201802141246,8,otc alterations permit,02/14/2018,0672,002A,1405,,Franklin,St,,,unit #601:  1)rehabilitate extg kitchen. 2)rehabilitate extg bathroom. 3)install washer and dryer.,issued,02/22/2018,02/14/2018,02/22/2018,,02/22/2018,,6.0,6.0,,,02/22/2019,28000.0,28000.0,apartments,37.0,apartments,37.0,2.0,,3.0,constr type 3,3.0,constr type 3,,2.0,Western Addition,94109.0,"(37.78748220016063, -122.4236871057683)",1497121236473
201610271345,8,otc alterations permit,10/27/2016,2122A,006K,1955,,12th,Av,,,replace 4 aluminum windows with wood interior aluminum exterior to fit existing opening matching existing operation.no bbns or planning code complaints.,complete,03/06/2017,10/27/2016,12/28/2016,03/06/2017,12/28/2016,,1.0,1.0,,,12/23/2017,9000.0,9000.0,1 family dwelling,1.0,1 family dwelling,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,7.0,Inner Sunset,94116.0,"(37.751608398045136, -122.46904572223632)",1442434126659
201411040647,8,otc alterations permit,11/04/2014,1064,016,165,,Parker,Av,,,"install (n) kitchen @ 1st floor, demo (e) kitchen @ 2nd floor, cosmetic remodel of (2) bathrooms, new half bath, new laundry, create new bedroom & add new bath @ 2nd floor, plumbing & electric under separate application.",complete,07/14/2015,11/04/2014,11/06/2014,07/14/2015,11/06/2014,,3.0,3.0,,,10/21/2017,200000.0,100000.0,2 family dwelling,2.0,2 family dwelling,2.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,2.0,Presidio Heights,94118.0,"(37.782445863110375, -122.45469844717293)",136127488644
201304235253,8,otc alterations permit,04/23/2013,6923,027,880,,Urbano,Dr,,,"window replacements 5 windows total (all face the street) no change  in rough opening sizes, wood existing , wood clad, (aluminum ) proposal",complete,12/05/2013,04/23/2013,04/23/2013,12/05/2013,04/23/2013,,2.0,2.0,,,04/18/2014,11000.0,11000.0,1 family dwelling,1.0,1 family dwelling,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,7.0,West of Twin Peaks,94127.0,"(37.723806934830755, -122.46296777594812)",1302583214247
201502047555,8,otc alterations permit,02/04/2015,1065,053,3236,,Geary,Bl,,,barrier removal. remodel existing restroom to comply with ada requirement. relocate plumbing fixtures an hardware,complete,04/01/2015,02/04/2015,02/09/2015,04/01/2015,02/09/2015,,3.0,3.0,,,02/04/2016,5000.0,5000.0,animal sale or care,31.0,animal sale or care,31.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,2.0,Presidio Heights,94118.0,"(37.78197066354374, -122.45369031595341)",1370110497059
201701257832,8,otc alterations permit,01/25/2017,0011,007,2800,,Leavenworth,St,,,"2/f #200 & #205- mechanical: new duct distribution from (4) existing dx fan, (2) new transfer fans, (1) new outside air foan for vent. t.i.pa# 201606130013. n/a ordinance #155-13",issued,02/06/2017,01/25/2017,02/06/2017,,02/06/2017,,3.0,3.0,,,02/01/2018,75000.0,75000.0,office,0.0,office,0.0,2.0,,3.0,constr type 3,3.0,constr type 3,,3.0,North Beach,94133.0,"(37.80738912319805, -122.41853873853351)",145119356169
201504133486,8,otc alterations permit,04/13/2015,0072,018,963,,Lombard,St,,,"to remodel bathroom, no walls to be moved/no structural",complete,07/16/2015,04/13/2015,04/13/2015,07/16/2015,04/13/2015,,2.0,2.0,,,04/07/2016,7000.0,7000.0,2 family dwelling,2.0,2 family dwelling,2.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,3.0,Russian Hill,94133.0,"(37.802002629146045, -122.41728177062548)",1377900347894
